,docId,annotSet,annotType,startOffset,endOffset,annotId,text,other
32,S0006322312001096-1177,7,MeasuredEntity,393,399,T3-7,cohort,"{""HasQuantity"": ""T1-7""}"
33,S0006322312001096-1177,8,Quantity,444,454,T1-8,3413 women,"{""unit"": ""women""}"
34,S0006322312001096-1177,8,MeasuredEntity,393,399,T3-8,cohort,"{""HasQuantity"": ""T1-8""}"
35,S0006322312001096-1177,9,Quantity,536,563,T23-9,approximately every 5 years,"{""mods"": [""IsApproximate""], ""unit"": ""years""}"
36,S0006322312001096-1177,9,MeasuredProperty,524,535,T83-9,taken place,"{""HasQuantity"": ""T23-9""}"
37,S0006322312001096-1177,9,MeasuredEntity,496,518,T93-9,follow-up examinations,"{""HasProperty"": ""T83-9""}"
38,S0006322312001096-1177,10,Quantity,574,586,T1-10,1991 to 1993,"{""mods"": [""IsRange""]}"
39,S0006322312001096-1177,10,MeasuredEntity,565,572,T2-10,phase 3,"{""HasQuantity"": ""T1-10""}"
40,S0006322312001096-1177,11,Quantity,592,596,T3-11,8815,
41,S0006322312001096-1177,11,MeasuredProperty,588,589,T2-11,n,"{""HasQuantity"": ""T3-11""}"
42,S0006322312001096-1177,11,MeasuredEntity,565,572,T1-11,phase 3,"{""HasProperty"": ""T2-11""}"
43,S0006322312001096-1177,12,Quantity,608,620,T2-12,1997 to 1999,"{""mods"": [""IsRange""]}"
44,S0006322312001096-1177,12,MeasuredEntity,599,606,T1-12,phase 5,"{""HasQuantity"": ""T2-12""}"
45,S0006322312001096-1177,13,Quantity,626,630,T3-13,7870,
46,S0006322312001096-1177,13,MeasuredProperty,622,623,T2-13,n,"{""HasQuantity"": ""T3-13""}"
47,S0006322312001096-1177,13,MeasuredEntity,599,606,T1-13,phase 5,"{""HasProperty"": ""T2-13""}"
48,S0006322312001096-1177,14,Quantity,642,654,T2-14,2003 to 2004,"{""mods"": [""IsRange""]}"
49,S0006322312001096-1177,14,MeasuredEntity,633,640,T1-14,phase 7,"{""HasQuantity"": ""T2-14""}"
50,S0006322312001096-1177,15,Quantity,660,664,T2-15,6967,
51,S0006322312001096-1177,15,MeasuredProperty,656,657,T3-15,n,"{""HasQuantity"": ""T2-15""}"
52,S0006322312001096-1177,15,MeasuredEntity,633,640,T1-15,phase 7,"{""HasProperty"": ""T3-15""}"
53,S0006322312001096-1177,16,Quantity,680,692,T2-16,2008 to 2009,"{""mods"": [""IsRange""]}"
54,S0006322312001096-1177,16,MeasuredEntity,671,678,T1-16,phase 9,"{""HasQuantity"": ""T2-16""}"
55,S0006322312001096-1177,17,Quantity,698,702,T3-17,6761,
56,S0006322312001096-1177,17,MeasuredProperty,694,695,T2-17,n,"{""HasQuantity"": ""T3-17""}"
57,S0006322312001096-1177,17,MeasuredEntity,671,678,T1-17,phase 9,"{""HasProperty"": ""T2-17""}"
58,S0006322312001096-1177,18,Quantity,874,879,T1-18,three,"{""mods"": [""IsCount""]}"
59,S0006322312001096-1177,18,MeasuredEntity,880,896,T2-18,screening cycles,"{""HasQuantity"": ""T1-18""}"
60,S0006322312001096-1177,19,Quantity,1117,1122,T2-19,three,"{""mods"": [""IsCount""]}"
61,S0006322312001096-1177,19,MeasuredEntity,1123,1134,T1-19,data cycles,"{""HasQuantity"": ""T2-19""}"
62,S0006322312001096-1190,1,Quantity,673,689,T11-1,at least 5 hours,"{""mods"": [""IsRange""], ""unit"": ""hours""}"
63,S0006322312001096-1190,1,MeasuredProperty,643,648,T2-1,taken,"{""HasQuantity"": ""T11-1""}"
64,S0006322312001096-1190,1,MeasuredEntity,626,638,T1-1,Venous blood,"{""HasProperty"": ""T2-1""}"
65,S0006322312001096-1190,1,Qualifier,690,722,T3-1,"after a light, fat-free breakfas","{""Qualifies"": ""T11-1""}"
66,S0006322312001096-1190,2,Quantity,770,774,T82-2,−4°C,"{""unit"": ""°C""}"
67,S0006322312001096-1190,2,MeasuredProperty,754,766,T102-2,refrigerated,"{""HasQuantity"": ""T82-2""}"
68,S0006322312001096-1190,2,MeasuredEntity,725,749,T92-2,Serum for lipid analyses,"{""HasProperty"": ""T102-2""}"
69,S0006322312001096-1190,3,Quantity,787,802,T23-3,within 72 hours,"{""mods"": [""IsRange""], ""unit"": ""hours""}"
70,S0006322312001096-1190,3,MeasuredProperty,779,786,T113-3,assayed,"{""HasQuantity"": ""T23-3""}"
71,S0006322312001096-1190,3,MeasuredEntity,725,749,T93-3,Serum for lipid analyses,"{""HasProperty"": ""T113-3""}"
72,S0006322312001096-1190,4,Quantity,1216,1223,T44-4,2 hours,"{""unit"": ""hours""}"
73,S0006322312001096-1190,4,MeasuredProperty,1207,1212,T2-4,taken,"{""HasQuantity"": ""T44-4""}"
74,S0006322312001096-1190,4,MeasuredEntity,1177,1201,T1-4,new venous blood samples,"{""HasProperty"": ""T2-4""}"
75,S0006322312001096-1190,4,Qualifier,1224,1269,T144-4,postadministration of a 75 g glucose solution,"{""Qualifies"": ""T44-4""}"
76,S0006322312001096-1190,5,Quantity,1248,1252,T35-5,75 g,"{""unit"": ""g""}"
77,S0006322312001096-1190,5,MeasuredEntity,1253,1269,T205-5,glucose solution,"{""HasQuantity"": ""T35-5""}"
78,S0006322312001096-1190,6,Quantity,1441,1450,T56-6,1.4%–3.1%,"{""mods"": [""IsRange""], ""unit"": ""%""}"
79,S0006322312001096-1190,6,MeasuredProperty,1410,1439,T66-6,mean coefficient of variation,"{""HasQuantity"": ""T56-6""}"
80,S0006322312001096-1190,6,MeasuredEntity,1308,1330,T1-6,glucose oxidase method,"{""HasProperty"": ""T66-6""}"
81,S0006322312001096-1190,7,Quantity,1493,1504,T157-7,≥7.0 mmol/L,"{""mods"": [""IsRange""], ""unit"": ""mmol/L""}"
82,S0006322312001096-1190,7,MeasuredEntity,1477,1492,T237-7,fasting glucose,"{""HasQuantity"": ""T157-7""}"
83,S0006322312001096-1190,8,Quantity,1508,1514,T1-8,2-hour,"{""unit"": ""hour""}"
84,S0006322312001096-1190,8,MeasuredEntity,1515,1531,T3-8,postload glucose,"{""HasQuantity"": ""T1-8""}"
85,S0006322312001096-1190,9,Quantity,1532,1544,T218-9,≥11.1 mmol/L,"{""mods"": [""IsRange""], ""unit"": ""mmol/L""}"
86,S0006322312001096-1190,9,MeasuredEntity,1508,1531,T228-9,2-hour postload glucose,"{""HasQuantity"": ""T218-9""}"
87,S0006322312001096-1190,10,Quantity,1704,1713,T79-10,5 minutes,"{""unit"": ""minutes""}"
88,S0006322312001096-1190,10,MeasuredEntity,1714,1718,T179-10,rest,"{""HasQuantity"": ""T79-10""}"
89,S0006322312001096-1194,1,Quantity,217,220,T31-1,10%,"{""unit"": ""%""}"
90,S0006322312001096-1194,1,MeasuredProperty,221,230,T61-1,increment,"{""HasQuantity"": ""T31-1""}"
91,S0006322312001096-1194,1,MeasuredEntity,234,238,T71-1,risk,"{""HasProperty"": ""T61-1""}"
92,S0006322312001096-1194,2,Quantity,243,247,T3-2,2.84,
93,S0006322312001096-1194,2,MeasuredProperty,180,212,T1-2,Age- and sex-adjusted odds ratio,"{""HasQuantity"": ""T3-2""}"
94,S0006322312001096-1194,2,MeasuredEntity,297,342,T2-2,stroke risk score-incident stroke association,"{""HasProperty"": ""T1-2""}"
95,S0006322312001096-1194,3,Quantity,249,252,T22-3,95%,"{""unit"": ""%""}"
96,S0006322312001096-1194,3,MeasuredEntity,253,277,T82-3,confidence interval [CI],"{""HasQuantity"": ""T22-3""}"
97,S0006322312001096-1194,4,Quantity,278,287,T4-4,1.66–4.88,"{""mods"": [""IsRange""]}"
98,S0006322312001096-1194,4,MeasuredProperty,180,212,T1-4,Age- and sex-adjusted odds ratio,"{""HasQuantity"": ""T4-4""}"
99,S0006322312001096-1194,4,MeasuredEntity,297,342,T2-4,stroke risk score-incident stroke association,"{""HasProperty"": ""T1-4""}"
100,S0006322312001096-1194,4,Qualifier,249,277,T3-4,95% confidence interval [CI],"{""Qualifies"": ""T1-4""}"
101,S0006322312001096-1194,5,Quantity,347,351,T2-5,2.25,
102,S0006322312001096-1194,5,MeasuredProperty,180,212,T1-5,Age- and sex-adjusted odds ratio,"{""HasQuantity"": ""T2-5""}"
103,S0006322312001096-1194,5,MeasuredEntity,379,418,T3-5,CHD risk score-incident CHD association,"{""HasProperty"": ""T1-5""}"
104,S0006322312001096-1194,6,Quantity,353,356,T13-6,95%,"{""unit"": ""%""}"
105,S0006322312001096-1194,6,MeasuredEntity,357,359,T93-6,CI,"{""HasQuantity"": ""T13-6""}"
106,S0006322312001096-1194,7,Quantity,360,369,T3-7,1.92–2.65,"{""mods"": [""IsRange""]}"
107,S0006322312001096-1194,7,MeasuredProperty,180,212,T1-7,Age- and sex-adjusted odds ratio,"{""HasQuantity"": ""T3-7""}"
108,S0006322312001096-1194,7,MeasuredEntity,379,418,T2-7,CHD risk score-incident CHD association,"{""HasProperty"": ""T1-7""}"
109,S0006322312001096-1194,7,Qualifier,353,359,T4-7,95% CI,"{""Qualifies"": ""T1-7""}"
110,S0006322312001096-1194,8,Quantity,514,518,T3-8,1.34,
111,S0006322312001096-1194,8,MeasuredProperty,438,449,T1-8,odds ratios,"{""HasQuantity"": ""T3-8""}"
112,S0006322312001096-1194,8,MeasuredEntity,474,477,T2-8,CVD,"{""HasProperty"": ""T1-8""}"
113,S0006322312001096-1194,9,Quantity,520,523,T54-9,95%,"{""unit"": ""%""}"
114,S0006322312001096-1194,9,MeasuredEntity,524,526,T104-9,CI,"{""HasQuantity"": ""T54-9""}"
115,S0006322312001096-1194,10,Quantity,527,536,T1-10,1.11–1.62,
116,S0006322312001096-1194,10,MeasuredProperty,438,449,T3-10,odds ratios,"{""HasQuantity"": ""T1-10""}"
117,S0006322312001096-1194,10,MeasuredEntity,474,477,T2-10,CVD,"{""HasProperty"": ""T3-10""}"
118,S0006322312001096-1194,10,Qualifier,520,526,T4-10,95% CI,"{""Qualifies"": ""T3-10""}"
119,S0006322312001096-1194,11,Quantity,542,546,T3-11,2.14,
120,S0006322312001096-1194,11,MeasuredProperty,438,449,T1-11,odds ratios,"{""HasQuantity"": ""T3-11""}"
121,S0006322312001096-1194,11,MeasuredEntity,505,508,T2-11,CHD,"{""HasProperty"": ""T1-11""}"
122,S0006322312001096-1194,12,Quantity,548,551,T45-12,95%,"{""unit"": ""%""}"
123,S0006322312001096-1194,12,MeasuredEntity,552,554,T115-12,CI,"{""HasQuantity"": ""T45-12""}"
124,S0006322312001096-1194,13,Quantity,555,564,T1-13,1.85–2.48,
125,S0006322312001096-1194,13,MeasuredProperty,438,449,T3-13,odds ratios,"{""HasQuantity"": ""T1-13""}"
126,S0006322312001096-1194,13,MeasuredEntity,505,508,T2-13,CHD,"{""HasProperty"": ""T3-13""}"
127,S0006322312001096-1194,13,Qualifier,548,554,T4-13,95% CI,"{""Qualifies"": ""T3-13""}"
128,S0006322312001096-1197,1,Quantity,8,13,T1-1,three,"{""mods"": [""IsCount""]}"
129,S0006322312001096-1197,1,MeasuredEntity,14,44,T2-1,indicators (or proxy measures),"{""HasQuantity"": ""T1-1""}"
130,S0006322312001096-1197,2,Quantity,146,153,T1-2,30-item,"{""unit"": ""item""}"
131,S0006322312001096-1197,2,MeasuredEntity,154,188,T3-2,General Health Questionnaire (GHQ),"{""HasQuantity"": ""T1-2""}"
132,S0006322312001096-1197,3,Quantity,413,419,T1-3,1 or 0,"{""mods"": [""IsList""]}"
133,S0006322312001096-1197,3,MeasuredProperty,396,402,T2-3,scored,"{""HasQuantity"": ""T1-3""}"
134,S0006322312001096-1197,3,MeasuredEntity,376,395,T3-3,response categories,"{""HasProperty"": ""T2-3""}"
135,S0006322312001096-1197,4,Quantity,479,488,T1-4,5 or more,"{""mods"": [""IsRange""]}"
136,S0006322312001096-1197,4,MeasuredProperty,470,475,T2-4,score,"{""HasQuantity"": ""T1-4""}"
137,S0006322312001096-1197,4,MeasuredEntity,525,542,T3-4,GHQ-symptom cases,"{""HasProperty"": ""T2-4""}"
138,S0006322312001096-1197,5,Quantity,554,560,T1-5,0 to 4,"{""mods"": [""IsRange""]}"
139,S0006322312001096-1197,5,MeasuredProperty,547,553,T3-5,scores,"{""HasQuantity"": ""T1-5""}"
140,S0006322312001096-1197,5,MeasuredEntity,564,572,T2-5,noncases,"{""HasProperty"": ""T3-5""}"
141,S0006322312001096-1197,5,Qualifier,525,536,T4-5,GHQ-symptom,"{""Qualifies"": ""T2-5""}"
142,S0006322312001096-1197,6,Quantity,732,735,T21-6,84%,"{""unit"": ""%""}"
143,S0006322312001096-1197,6,MeasuredProperty,721,730,T71-6,sensitive,"{""HasQuantity"": ""T21-6""}"
144,S0006322312001096-1197,6,MeasuredEntity,702,714,T81-6,GHQ caseness,"{""HasProperty"": ""T71-6""}"
145,S0006322312001096-1197,7,Quantity,751,754,T12-7,84%,"{""unit"": ""%""}"
146,S0006322312001096-1197,7,MeasuredProperty,741,749,T92-7,specific,"{""HasQuantity"": ""T12-7""}"
147,S0006322312001096-1197,7,MeasuredEntity,702,714,T82-7,GHQ caseness,"{""HasProperty"": ""T92-7""}"
148,S0006322312001096-1197,8,Quantity,1018,1021,T43-8,73%,"{""unit"": ""%""}"
149,S0006322312001096-1197,8,MeasuredProperty,1005,1016,T113-8,sensitivity,"{""HasQuantity"": ""T43-8""}"
150,S0006322312001096-1197,8,MeasuredEntity,884,887,T103-8,GHQ,"{""HasProperty"": ""T113-8""}"
151,S0006322312001096-1197,9,Quantity,1040,1043,T34-9,78%,"{""unit"": ""%""}"
152,S0006322312001096-1197,9,MeasuredProperty,1027,1038,T124-9,specificity,"{""HasQuantity"": ""T34-9""}"
153,S0006322312001096-1197,9,MeasuredEntity,884,887,T104-9,GHQ,"{""HasProperty"": ""T124-9""}"
154,S0006322312001096-1197,10,Quantity,1099,1115,T1-10,274 participants,"{""unit"": ""participants""}"
155,S0006322312001096-1197,10,MeasuredEntity,1087,1095,T3-10,subgroup,"{""HasQuantity"": ""T1-10""}"
156,S0006322312001096-1197,11,Quantity,1121,1129,T165-11,58 to 70,"{""mods"": [""IsRange""]}"
157,S0006322312001096-1197,11,MeasuredProperty,1116,1120,T1-11,aged,"{""HasQuantity"": ""T165-11""}"
158,S0006322312001096-1197,11,MeasuredEntity,1087,1115,T175-11,subgroup of 274 participants,"{""HasProperty"": ""T1-11""}"
159,S0006322312001096-1197,12,Quantity,1133,1137,T1-12,2010,
160,S0006322312001096-1197,12,MeasuredEntity,1056,1078,T2-12,more recent validation,"{""HasQuantity"": ""T1-12""}"
161,S0006322312001096-1197,13,Quantity,1282,1285,T66-13,80%,"{""unit"": ""%""}"
162,S0006322312001096-1197,13,MeasuredProperty,1143,1154,T156-13,sensitivity,"{""HasQuantity"": ""T66-13""}"
163,S0006322312001096-1197,13,MeasuredEntity,1174,1194,T136-13,GHQ symptom caseness,"{""HasProperty"": ""T156-13""}"
164,S0006322312001096-1197,14,Quantity,1290,1293,T57-14,81%,"{""unit"": ""%""}"
165,S0006322312001096-1197,14,MeasuredProperty,1159,1170,T147-14,specificity,"{""HasQuantity"": ""T57-14""}"
166,S0006322312001096-1197,14,MeasuredEntity,1174,1194,T137-14,GHQ symptom caseness,"{""HasProperty"": ""T147-14""}"
167,S0006322312001096-1202,1,Quantity,220,228,T1-1,20 items,"{""unit"": ""items""}"
168,S0006322312001096-1202,1,MeasuredEntity,236,241,T3-1,CES-D,"{""HasQuantity"": ""T1-1""}"
169,S0006322312001096-1202,2,Quantity,398,408,T1-2,four point,"{""unit"": ""point""}"
170,S0006322312001096-1202,2,MeasuredEntity,409,414,T3-2,scale,"{""HasQuantity"": ""T1-2""}"
171,S0006322312001096-1202,3,Quantity,420,437,T51-3,less than one day,"{""mods"": [""IsRange""], ""unit"": ""day""}"
172,S0006322312001096-1202,3,MeasuredProperty,416,417,T1-3,0,"{""HasQuantity"": ""T51-3""}"
173,S0006322312001096-1202,3,MeasuredEntity,398,414,T3-3,four point scale,"{""HasProperty"": ""T1-3""}"
174,S0006322312001096-1202,4,Quantity,443,451,T62-4,1–2 days,"{""mods"": [""IsRange""], ""unit"": ""days""}"
175,S0006322312001096-1202,4,MeasuredProperty,439,440,T1-4,1,"{""HasQuantity"": ""T62-4""}"
176,S0006322312001096-1202,4,MeasuredEntity,398,414,T3-4,four point scale,"{""HasProperty"": ""T1-4""}"
177,S0006322312001096-1202,5,Quantity,457,465,T33-5,3–4 days,"{""mods"": [""IsRange""], ""unit"": ""days""}"
178,S0006322312001096-1202,5,MeasuredProperty,453,454,T2-5,2,"{""HasQuantity"": ""T33-5""}"
179,S0006322312001096-1202,5,MeasuredEntity,398,414,T3-5,four point scale,"{""HasProperty"": ""T2-5""}"
180,S0006322312001096-1202,6,Quantity,475,483,T44-6,5–7 days,"{""mods"": [""IsRange""], ""unit"": ""days""}"
181,S0006322312001096-1202,6,MeasuredProperty,471,472,T2-6,3,"{""HasQuantity"": ""T44-6""}"
182,S0006322312001096-1202,6,MeasuredEntity,398,414,T3-6,four point scale,"{""HasProperty"": ""T2-6""}"
183,S0006322312001096-1202,7,Quantity,532,548,T1-7,between 0 and 60,"{""mods"": [""IsRange""]}"
184,S0006322312001096-1202,7,MeasuredEntity,520,531,T2-7,total score,"{""HasQuantity"": ""T1-7""}"
185,S0006322312001096-1202,8,Quantity,576,579,T1-8,≥16,
186,S0006322312001096-1202,8,MeasuredProperty,568,575,T3-8,scoring,"{""HasQuantity"": ""T1-8""}"
187,S0006322312001096-1202,8,MeasuredEntity,580,623,T4-8,defined as having CES-D depressive symptoms,"{""HasProperty"": ""T3-8""}"
188,S0006322312001096-1202,9,Quantity,655,684,T1-9,274 Whitehall II participants,"{""unit"": ""Whitehall II participants""}"
189,S0006322312001096-1202,9,MeasuredEntity,635,651,T3-9,validation study,"{""HasQuantity"": ""T1-9""}"
190,S0006322312001096-1202,10,Quantity,719,722,T25-10,89%,"{""unit"": ""%""}"
191,S0006322312001096-1202,10,MeasuredProperty,686,697,T85-10,sensitivity,"{""HasQuantity"": ""T25-10""}"
192,S0006322312001096-1202,10,MeasuredEntity,784,816,T2-10,structured psychiatric interview,"{""HasProperty"": ""T85-10""}"
193,S0006322312001096-1202,10,Qualifier,750,775,T105-10,CES-D depressive symptoms,"{""Qualifies"": ""T85-10""}"
194,S0006322312001096-1202,11,Quantity,727,730,T16-11,86%,"{""unit"": ""%""}"
195,S0006322312001096-1202,11,MeasuredProperty,702,713,T96-11,specificity,"{""HasQuantity"": ""T16-11""}"
196,S0006322312001096-1202,11,MeasuredEntity,784,816,T2-11,structured psychiatric interview,"{""HasProperty"": ""T96-11""}"
197,S0006322312001096-1202,11,Qualifier,750,775,T106-11,CES-D depressive symptoms,"{""Qualifies"": ""T96-11""}"
198,S0006322312001096-1205,1,Quantity,102,114,T11-1,past 14 days,"{""mods"": [""IsRange""], ""unit"": ""days""}"
199,S0006322312001096-1205,1,MeasuredProperty,74,94,T2-1,taken any medication,"{""HasQuantity"": ""T11-1""}"
200,S0006322312001096-1205,1,MeasuredEntity,33,45,T1-1,participants,"{""HasProperty"": ""T2-1""}"
201,S0006322312001096-1221,1,Quantity,279,282,T21-1,95%,"{""unit"": ""%""}"
202,S0006322312001096-1221,1,MeasuredEntity,283,303,T51-1,confidence intervals,"{""HasQuantity"": ""T21-1""}"
203,S0006322312001096-1221,2,Quantity,308,311,T12-2,10%,"{""unit"": ""%""}"
204,S0006322312001096-1221,2,MeasuredProperty,312,329,T62-2,absolute increase,"{""HasQuantity"": ""T12-2""}"
205,S0006322312001096-1221,2,MeasuredEntity,333,343,T1-2,risk score,"{""HasProperty"": ""T62-2""}"
206,S0006322312001096-1221,3,Quantity,438,441,T43-3,90%,"{""unit"": ""%""}"
207,S0006322312001096-1221,3,MeasuredEntity,442,447,T93-3,power,"{""HasQuantity"": ""T43-3""}"
208,S0006322312001096-1221,4,Quantity,475,478,T1-4,.05,
209,S0006322312001096-1221,4,MeasuredEntity,453,471,T2-4,significance level,"{""HasQuantity"": ""T1-4""}"
210,S0006322312001096-1221,5,Quantity,497,501,T2-5,1.14,
211,S0006322312001096-1221,5,MeasuredProperty,483,493,T1-5,odds ratio,"{""HasQuantity"": ""T2-5""}"
212,S0006322312001096-1221,5,MeasuredEntity,508,553,T3-5,10% increase in the Framingham CVD risk score,"{""HasProperty"": ""T1-5""}"
213,S0006322312001096-1221,6,Quantity,508,511,T34-6,10%,"{""unit"": ""%""}"
214,S0006322312001096-1221,6,MeasuredProperty,512,520,T74-6,increase,"{""HasQuantity"": ""T34-6""}"
215,S0006322312001096-1221,6,MeasuredEntity,528,553,T84-6,Framingham CVD risk score,"{""HasProperty"": ""T74-6""}"
216,S0006322312001096-1221,7,Quantity,662,666,T1-7,1.40,
217,S0006322312001096-1221,7,MeasuredProperty,645,656,T2-7,odds ratios,"{""HasQuantity"": ""T1-7""}"
218,S0006322312001096-1221,7,MeasuredEntity,559,595,T3-7,depressive symptoms defined by CES-D,"{""HasProperty"": ""T2-7""}"
219,S0006322312001096-1221,8,Quantity,671,675,T3-8,1.24,
220,S0006322312001096-1221,8,MeasuredProperty,645,656,T2-8,odds ratios,"{""HasQuantity"": ""T3-8""}"
221,S0006322312001096-1221,8,MeasuredEntity,600,625,T1-8,antidepressant medication,"{""HasProperty"": ""T2-8""}"
222,S0006322312001096-1230,1,Quantity,324,330,T211-1,5-year,"{""unit"": ""year""}"
223,S0006322312001096-1230,1,MeasuredEntity,331,342,T221-1,data cycles,"{""HasQuantity"": ""T211-1""}"
224,S0006322312001096-1230,2,Quantity,344,349,T32-2,12.1%,"{""unit"": ""%""}"
225,S0006322312001096-1230,2,MeasuredProperty,387,410,T92-2,developed such symptoms,"{""HasQuantity"": ""T32-2""}"
226,S0006322312001096-1230,2,MeasuredEntity,353,386,T82-2,participants without GHQ symptoms,"{""HasProperty"": ""T92-2""}"
227,S0006322312001096-1230,3,Quantity,412,416,T13-3,4.6%,"{""unit"": ""%""}"
228,S0006322312001096-1230,3,MeasuredProperty,460,490,T113-3,had such symptoms at follow-up,"{""HasQuantity"": ""T13-3""}"
229,S0006322312001096-1230,3,MeasuredEntity,420,459,T103-3,those without CES-D depressive symptoms,"{""HasProperty"": ""T113-3""}"
230,S0006322312001096-1230,4,Quantity,496,500,T24-4,2.1%,"{""unit"": ""%""}"
231,S0006322312001096-1230,4,MeasuredProperty,542,565,T134-4,started such medication,"{""HasQuantity"": ""T24-4""}"
232,S0006322312001096-1230,4,MeasuredEntity,504,541,T124-4,those not on antidepressant treatment,"{""HasProperty"": ""T134-4""}"
233,S0006322312001096-1230,5,Quantity,597,601,T55-5,5.4%,"{""unit"": ""%""}"
234,S0006322312001096-1230,5,MeasuredProperty,602,632,T155-5,used antidepressant medication,"{""HasQuantity"": ""T55-5""}"
235,S0006322312001096-1230,5,MeasuredEntity,574,595,T145-5,cases of GHQ symptoms,"{""HasProperty"": ""T155-5""}"
236,S0006322312001096-1230,6,Quantity,669,673,T46-6,9.2%,"{""unit"": ""%""}"
237,S0006322312001096-1230,6,MeasuredProperty,602,632,T156-6,used antidepressant medication,"{""HasQuantity"": ""T46-6""}"
238,S0006322312001096-1230,6,MeasuredEntity,678,714,T166-6,those with CES-D depressive symptoms,"{""HasProperty"": ""T156-6""}"
239,S0006322312001096-1230,7,Quantity,751,756,T67-7,47.4%,"{""unit"": ""%""}"
240,S0006322312001096-1230,7,MeasuredProperty,757,791,T187-7,also had CES-D depressive symptoms,"{""HasQuantity"": ""T67-7""}"
241,S0006322312001096-1230,7,MeasuredEntity,719,750,T177-7,"participants with GHQ symptoms,","{""HasProperty"": ""T187-7""}"
242,S0006322312001096-1230,8,Quantity,828,831,T1-8,.64,
243,S0006322312001096-1230,8,MeasuredProperty,824,825,T2-8,r,"{""HasQuantity"": ""T1-8""}"
244,S0006322312001096-1230,8,MeasuredEntity,793,823,T3-8,Pearson correlation at phase 7,"{""HasProperty"": ""T2-8""}"
245,S0006322312001096-1230,9,Quantity,835,841,T1-9,< .001,"{""mods"": [""IsRange""]}"
246,S0006322312001096-1230,9,MeasuredProperty,833,834,T2-9,p,"{""HasQuantity"": ""T1-9""}"
247,S0006322312001096-1230,9,MeasuredEntity,793,823,T3-9,Pearson correlation at phase 7,"{""HasProperty"": ""T2-9""}"
